iter,f,gnorm,ap_norm,df_abs
461,426.4482001,152.3875161,4.61E-05,0.005260974
462,426.4413391,205.461589,7.27E-05,0.006861025
463,426.4358184,156.8534626,4.90E-05,0.005520689
464,426.4293335,219.7226398,7.48E-05,0.006484906
465,426.4234867,162.2898006,5.24E-05,0.005846783
466,426.4174684,236.3733645,7.74E-05,0.00601837
467,426.4112122,168.8740455,5.64E-05,0.006256192
468,426.4057742,255.7248215,8.05E-05,0.005438013
469,426.3990038,176.807569,6.10E-05,0.00677037
470,426.3942897,278.1244458,8.43E-05,0.004714061
471,426.3868732,186.3173777,6.63E-05,0.007416565
472,426.3817772,149.281371,4.44E-05,0.005095925
473,426.3750855,384.3949415,0.000142366,0.006691713
474,426.3636417,232.9717053,9.16E-05,0.01144383
475,426.3574967,167.1879848,5.55E-05,0.006144954
476,426.3520118,251.7514687,7.97E-05,0.005484908
477,426.3453753,174.8435528,6.00E-05,0.006636582
478,426.3405822,273.4854153,8.34E-05,0.004793081
479,426.3333285,184.0190299,6.52E-05,0.007253676
480,426.3283042,148.1305483,4.39E-05,0.00502425
481,426.3213302,377.0482984,0.000141268,0.006974029
482,426.3102245,229.2995522,8.99E-05,0.01110572
483,426.3041962,165.4007353,5.47E-05,0.006028309
484,426.2986566,247.4679522,7.89E-05,0.005539629
485,426.2921603,172.759648,5.90E-05,0.006496215
486,426.2872789,268.4923559,8.24E-05,0.004881416
487,426.2801961,181.5793262,6.40E-05,0.007082808
488,426.2761355,292.7359467,8.66E-05,0.004060645
489,426.2683166,192.0964425,6.98E-05,0.007818855
490,426.2631523,150.6222417,4.58E-05,0.00516432
491,426.2564934,203.1486522,7.18E-05,0.006658933
492,426.2510904,154.6218206,4.84E-05,0.005402914
493,426.2447655,215.8219504,7.37E-05,0.006324934
494,426.2390711,159.3584592,5.15E-05,0.005694458
495,426.233148,230.2639661,7.60E-05,0.005923025
496,426.2270982,164.9312315,5.49E-05,0.00604981
497,426.2216587,246.6238278,7.86E-05,0.00543954
498,426.2151768,171.4436334,5.88E-05,0.006481885
499,426.2103185,265.0518656,8.18E-05,0.004858309
500,426.2033125,179.0018898,6.32E-05,0.00700598
501,426.1991522,285.6994247,8.54E-05,0.004160288
502,426.1915121,187.7131324,6.81E-05,0.007640151
503,426.1864869,148.7258036,4.48E-05,0.00502518
504,426.1809586,397.7960555,0.000141836,0.005528334
505,426.1681789,945.7973384,0.000540581,0.012779616
506,426.1024298,243.936213,0.000112748,0.065749175
507,426.0961155,170.1821587,5.82E-05,0.006314263
508,426.091365,264.2655551,8.11E-05,0.004750527
509,426.0844912,178.6898195,6.30E-05,0.006873783
510,426.0805197,287.6495972,8.52E-05,0.00397152
511,426.0729466,188.8048766,6.86E-05,0.007573052
512,426.0679404,148.207885,4.50E-05,0.005006243
513,426.0614545,199.4068645,7.07E-05,0.006485844
514,426.0562234,152.0279001,4.75E-05,0.005231176
515,426.0500516,211.5381326,7.25E-05,0.006171764
516,426.0445465,156.5402395,5.04E-05,0.005505067
517,426.0387513,225.3358784,7.46E-05,0.005795184
518,426.0329136,161.8366787,5.37E-05,0.005837755
519,426.0275698,240.9386398,7.72E-05,0.005343771
520,426.0213289,168.0131406,5.74E-05,0.006240903
521,426.0165259,258.4860056,8.01E-05,0.004802977
522,426.0097976,175.1681884,6.16E-05,0.006728289
523,426.0056419,278.1184372,8.35E-05,0.004155715
524,425.9983258,183.4013911,6.63E-05,0.007316126
